📺央视频道,#genre#
CCTV-1,http://localhost:8000/hls/-6717494187124976803
CCTV-2,http://localhost:8000/hls/7102681560813955298
CCTV-3,http://localhost:8000/hls/-8420752383952224986
CCTV-4,http://localhost:8000/hls/4972126255403673323
CCTV-5,http://localhost:8000/hls/4964639410960755974
CCTV-5+,http://localhost:8000/hls/1115872244199878315
CCTV-6,http://localhost:8000/hls/2910211573274118665
CCTV-7,http://localhost:8000/hls/4857711636344982330
CCTV-8,http://localhost:8000/hls/-5942659496021696425
CCTV-9,http://localhost:8000/hls/-5570012691078303417
CCTV-10,http://localhost:8000/hls/-3064421129242591830
CCTV-11,http://localhost:8000/hls/7804351868212086601
CCTV-12,http://localhost:8000/hls/-5262518075518750165
CCTV-13,http://localhost:8000/hls/3035329596977254135
CCTV-13,http://localhost:8000/hls/9211635337162189535
CCTV-14,http://localhost:8000/hls/-4293199989352417002
CCTV-14,http://localhost:8000/hls/-713530666659156535
CCTV-15,http://localhost:8000/hls/8300050161554919352
CCTV-16,http://localhost:8000/hls/-399321717372486664
CCTV-17,http://localhost:8000/hls/8473503854595490534

📡卫视频道,#genre#
广东卫视,http://localhost:8000/hls/-3415238967469918221
广东卫视,http://localhost:8000/hls/-5659296366651986865
广东卫视,http://localhost:8000/hls/301861253280161636
广东卫视,http://localhost:8000/hls/-3767948502589493026
浙江卫视,http://localhost:8000/hls/-3111024714627288761
浙江卫视,http://localhost:8000/hls/-2624423643952343957
浙江卫视,http://localhost:8000/hls/2274505203403915547
浙江卫视,http://localhost:8000/hls/-8767051186656903745
浙江卫视,http://localhost:8000/hls/-7135340194973723869
浙江卫视,http://localhost:8000/hls/5561286546521098552
湖南卫视,http://localhost:8000/hls/5220261704598814089
湖南卫视,http://localhost:8000/hls/8776596153332107051
湖南卫视,http://localhost:8000/hls/-5080461753924060378
北京卫视,http://localhost:8000/hls/-2228008941273707719
北京卫视,http://localhost:8000/hls/-4017775523881164491
北京卫视,http://localhost:8000/hls/1657632472925603759
北京卫视,http://localhost:8000/hls/304706691491509953
湖北卫视,http://localhost:8000/hls/-7841056055602060995
湖北卫视,http://localhost:8000/hls/-2200609334343170701
湖北卫视,http://localhost:8000/hls/7661592179781402610
湖北卫视,http://localhost:8000/hls/422613896994654886
黑龙江卫视,http://localhost:8000/hls/1805820472514603714
黑龙江卫视,http://localhost:8000/hls/-3581586039160377769
黑龙江卫视,http://localhost:8000/hls/-6882748891412500758
黑龙江卫视,http://localhost:8000/hls/3668722771373500359
安徽卫视,http://localhost:8000/hls/-3010737802643115280
安徽卫视,http://localhost:8000/hls/-482521345085954074
安徽卫视,http://localhost:8000/hls/7438158881139746496
安徽卫视,http://localhost:8000/hls/-2002889549530347342
重庆卫视,http://localhost:8000/hls/-1754035870263951375
重庆卫视,http://localhost:8000/hls/-541730438946373180
重庆卫视,http://localhost:8000/hls/-3114518544163309306
重庆卫视,http://localhost:8000/hls/-661654102660851154
东方卫视,http://localhost:8000/hls/1623237917116874834
东方卫视,http://localhost:8000/hls/1874208325285104876
东方卫视,http://localhost:8000/hls/515558980313138620
东方卫视,http://localhost:8000/hls/-8477233432899973084
东南卫视,http://localhost:8000/hls/8091584581018865855
东南卫视,http://localhost:8000/hls/-4738626019165862384
东南卫视,http://localhost:8000/hls/723158675438687680
东南卫视,http://localhost:8000/hls/-5388599982545058198
东南卫视,http://localhost:8000/hls/9127158128319631629
甘肃卫视,http://localhost:8000/hls/-7403309072354656366
甘肃卫视,http://localhost:8000/hls/-4738626019165862384
甘肃卫视,http://localhost:8000/hls/-5235638755184879447
甘肃卫视,http://localhost:8000/hls/-5080616034440459322
甘肃卫视,http://localhost:8000/hls/2417815961810110901
广西卫视,http://localhost:8000/hls/7794062562902786448
广西卫视,http://localhost:8000/hls/421633180982030438
广西卫视,http://localhost:8000/hls/4154448185949007337
广西卫视,http://localhost:8000/hls/-69501394677163332
广西卫视,http://localhost:8000/hls/6000713365454750022
贵州卫视,http://localhost:8000/hls/-3845965466215237774
贵州卫视,http://localhost:8000/hls/-6897270193324045551
贵州卫视,http://localhost:8000/hls/-4451514541325104235
贵州卫视,http://localhost:8000/hls/-4333458328229636748
海南卫视,http://localhost:8000/hls/6633668727033023356
海南卫视,http://localhost:8000/hls/6852077889638809571
海南卫视,http://localhost:8000/hls/-6263701471092445111
海南卫视,http://localhost:8000/hls/4350367041467964156
河北卫视,http://localhost:8000/hls/6446238675064013973
河北卫视,http://localhost:8000/hls/-6804639885294291796
